word,level,meaning_en
잔디밭,II,grass field
잔뜩,II,"full, much"
잔소리,II,"useless talk, idle talk"
잔액,II,balance
잠그다,II,to lock (a door)
잠기다,II,"to get locked, to submerged"
잠들다,II,to fall asleep
잠옷,II,pajama
잠자리,II,dragonfly
잡수다,II,to eat (honorific)
잡아먹다,II,"to prey on, to feed on"
잡채,II,Japchae (Korean food)
잡히다,II,to get caught
장가,II,marriage (of men)
장가가다,II,to get married (of men)
장기적,II,being long term
장난,II,"naughty, prank"
장난감,II,toy
장난꾸러기,II,mischievous kid
장남,II,eldest son
장녀,II,eldest daughter
장단점,II,advantages and disadvantages
장래,II,future
장례식,II,funeral
장례식장,II,funeral hall
장바구니,II,shopping basket
장사,II,business
장애,II,disability
장애인,II,disabled people
장학,II,scholarship
장학금,II,scholarship
재발급,II,reissue
재산,II,"wealth, property"
재작년,II,two years ago
재주,II,"talent, skills"
재즈,II,jazz
재테크,II,investment techniques
재학,II,enrollment
재해,II,disaster
재혼,II,remarriage
재활용,II,recycling
재활용품,II,recycled goods
쟤,II,that person
저금,II,savings
저금통,II,piggybank
저렴하다,II,to be cheap
저울,II,scale (weight)
저장,II,"storage, preservation"
저절로,II,"being natural, being automatic"
저축,II,savings
적극적,II,"being enthusiastic, being active"
적금,II,installment savings
적당하다,II,to be appropriate
적당히,II,appropriately
적성,II,aptitude (for)
적어도,II,at least
적어지다,II,to get less
적응,II,adaptation
적절하다,II,to be suitable
전구,II,light bulb
전국,II,nationwide
전국적,II,being national
전기,II,electricity
전날,II,the day before
전달,II,"delivery, conveyance"
전동차,II,subway train
전등,II,"lamp, light"
전망,II,outlook
전문가,II,expert
전문적,II,being professional
전문점,II,specialty shop
전반전,II,first half
전부,II,"all, entire"
전산실,II,computer room
전세,II,security deposit system of housing
전셋집,II,rent house
전시,II,exhibition
전시회,II,exhibition
전원,II,power supply
전자,II,electron
전자레인지,II,microwave
전쟁,II,war
전철,II,"subway, train"
전체,II,entire
전체적,II,being overall
전통,II,tradition
전통문화,II,traditional culture
전통적,II,being traditional
전화벨,II,phone bell
절대로,II,"definitely, absolutely"
절반,II,half
절약,II,"saving, frugality"
젊은이,II,young people
젊음,II,youth
점잖다,II,"to be well-mannered, to be gentle"
점점,II,"gradually, slowly"
점차,II,gradually
접다,II,"to fold, to quit"
접수,II,reception
접하다,II,"to encounter, to come into contact"
정,II,affection
정기적,II,being regularly
정답,II,correct answer
정말로,II,really
정보화,II,informatization
정부,II,government
정상,II,normal
정상적,II,being normal
정성,II,"sincerity, devotion"
정성껏,II,"with one's whole heart, elaborately"
정신,II,"mind, consciousness"
정신없다,II,to be not in one's right mind
정신없이,II,"hectically, frantically"
정신적,II,being mental
정의,II,justice
정장,II,"formal clothes, suits"
정전,II,power outage
정지,II,stop
정직하다,II,to be honest
정차,II,stopping
정체,II,identity
정치,II,politics
정치가,II,politician
정치인,II,politician
정치학,II,political science
정확하다,II,to be accurate
정확히,II,accurately
젖다,II,"to get wet, to get soaked"
제공,II,offer
제대로,II,properly
제도,II,system
제때,II,on time
제발,II,please
제비,II,swallow
제사,II,"ancestral rites, memorial service"
제시간,II,on time
제안,II,suggestion
제자,II,"student, disciple, follower"
제자리,II,original place
제작,II,production
제출,II,submission
제품,II,product
제한,II,"limit, restriction"
조개,II,shellfish
조건,II,conditions
조교,II,assistant
조깅,II,jogging
조르다,II,"to tighten, to pester"
조리,II,cooking
조리법,II,recipe
조림,II,braised dish
조만간,II,sooner or later
조명,II,"lighting, illumination"
조미료,II,seasoning
조상,II,ancestor
조심,II,"caution, carefulness"
조절,II,adjustment
족발,II,pig's feet
존경,II,respect
졸다,II,to doze
졸리다,II,to be sleepy
졸업식,II,graduation ceremony
졸음,II,sleepiness
좀처럼,II,"easily, anytime soon"
좁히다,II,"to narrow, to make something smaller"
종교,II,religion
종이컵,II,paper cup
종종,II,"from time to time, sometimes"
종합,II,"total, comprehensive"
좌석,II,seat
좌우,II,left and right
좌회전,II,turn left
주거,II,residence
주고받다,II,to exchange
주년,II,anniversary/annual~
주름,II,wrinkles
주먹,II,fist
주문서,II,purchase order
주민,II,resident
주방,II,kitchen
주식회사,II,corporation
주어지다,II,to be given
주유소,II,gas station
주의,II,caution
주인공,II,main character
주장,II,"assertion, captain"
주제,II,"subject, theme"
주택,II,"housing, residence"
주택가,II,residential area
죽음,II,death
죽이다,II,to kill
준비물,II,belongings
줄거리,II,"story, plot"
줄무늬,II,striped pattern
줄어들다,II,to decrease
줄이다,II,"to reduce, to shrink"
줍다,II,to pick up
중간,II,middle
중개소,II,agency
중고,II,second hand
중고차,II,second-hand car
중고품,II,second-hand goods
중급,II,intermediate
중단,II,suspension
중부,II,central part
중소기업,II,small and medium-sized enterprises
중심지,II,"capital, hub"
중앙,II,central part
중요성,II,importance
쥐,II,mouse
즉,II,"that is, which means"
즐거움,II,"joy, pleasure"
증가,II,"growth, rise"
증명서,II,certificate
증상,II,symptoms
지겹다,II,"to get tired, to get bored"
지구,II,earth
지나가다,II,to pass by
지나치다,II,"to be extreme, to be severe"
지난해,II,last year
지루하다,II,to be boring
지붕,II,roof
지식,II,knowledge
지역,II,area
지옥,II,hell
지우다,II,to erase
지원,II,support
지원자,II,supporter
지위,II,status
지저분하다,II,"to be messy, to be dirty"
지점,II,"point, branch"
지진,II,earthquake
지출,II,"expense, spending"
지치다,II,"to be tired, to be exhausted"
지켜보다,II,"to watch, to take care"
지퍼,II,zipper
지휘자,II,conductor
직선,II,straight line
직장인,II,worker
직접적,II,being direct
직진,II,going straight
직후,II,immediately after
진실,II,truth
진심,II,sincerity
진짜,II,"really, truly"
진찰,II,medical examination
진통제,II,painkiller
진하다,II,"to be thick, to be dark"
진학,II,entrance to a higher educational institution
진행,II,progress
진행자,II,chairperson
질병,II,disease
질서,II,order
질투,II,jealousy
질환,II,disease
짐승,II,beast
집값,II,house price
집다,II,to grab
집들이,II,housewarming party
집세,II,rent
집안,II,family
집안일,II,housework
집주인,II,landlord
집중,II,concentration
집중력,II,concentration
짙다,II,"to be thick, to be dark"
짜증,II,frustration
짝,II,pair
짝사랑,II,"crush, one side love"
짝수,II,even number
쫓기다,II,to be chased
쫓다,II,to chase
쫓아내다,II,to kick out
쫓아다니다,II,to chase around
쭉,II,all the time
찌다,II,to get fat
찜질,II,sauna
찜통더위,II,humid heat
찢다,II,"to break, to tear"
찢어지다,II,"to be torn, to be ripped"
차라리,II,rather
차례,II,order
차분하다,II,"to be calm, to be quiet"
차이,II,difference
차이점,II,differences
착각,II,misunderstanding
찬물,II,cold water
찬성,II,agreement
참가,II,participation
참고,II,reference
참기름,II,sesame oil
참다,II,to endure
참석,II,"attendance, participation"
참여,II,participation
참치,II,tuna
찻집,II,"café, teahouse"
창,II,window
창피,II,"shame, embarrassment"
찾아내다,II,to find out
찾아다니다,II,to search around
찾아보다,II,to look for
채널,II,channel
채식,II,vegetarian
채식주의자,II,vegetarian person
채용,II,recruitment
채우다,II,"to satisfy, to fill in"
채팅,II,online chat
책임지다,II,"to be in charge, to be responsible"
챙기다,II,"to pack, to prepare"
처녀,II,virgin
처리,II,processing
처방,II,prescription
처방전,II,prescription
천국,II,heaven
천사,II,angel
천장,II,ceiling
천재,II,"genius, natural disaster"
철학,II,philosophy
첫날,II,first day
첫눈,II,first snow
첫사랑,II,first love
첫인상,II,first impression
청구서,II,invoice
청년,II,youth
청소년,II,teenager
청첩장,II,invitation
청혼,II,marriage proposal
체격,II,"build, frame"
체온,II,body temperature
체육,II,physical education
체육관,II,gym
체조,II,gymnastics
체중,II,bodyweight
체험,II,experience
쳐다보다,II,"to stare, to look up"
초급,II,beginner-level
초기,II,"beginning, start"
초대장,II,invitation
초보자,II,beginner
초청장,II,invitation
총,II,gun
총무과,II,general affairs division
촬영장,II,studio
촬영지,II,filming site
최근,II,recent
최대,II,maximum
최선,II,best
최신,II,latest
최저,II,minimum
최종,II,"last, final"
최초,II,the first
최후,II,"last, final"
추가,II,adding
추위,II,cold
추천,II,recommendation
추천서,II,letter of recommendation
추첨,II,drawing lots
추측,II,guess
출국,II,leaving a country
출근길,II,on the way to work
출력,II,output
출산,II,giving birth
출산율,II,birth rate
출생,II,birth
출석,II,attendance
출신,II,"origin, affiliation"
출입,II,"access, enter"
출입국,II,immigration
출퇴근,II,commuting
출판사,II,publishing company
충격,II,"shock, impact"
충고,II,advice
충돌,II,collision
충분하다,II,enough
충분히,II,"enough, sufficiently, fully"
취업,II,
취업난,II,unemployment crisis
취침,II,"sleeping, going to bed"
취하다,II,to get drunk
측,II,~side
치료제,II,treatment medicine
치수,II,"size, measurement"
치우다,II,"to clean up, to remove"
치즈,II,cheese
친어머니,II,biological mother
친환경,II,being eco-friendly
침,II,saliva
침실,II,bedroom
칭찬,II,compliment
카네이션,II,carnation
카세트,II,cassette
카센터,II,car repair shop
카페인,II,caffeine
카펫,II,carpet
칸,II,"column, blank"
칼국수,II,Korean style noodle
캄캄하다,II,"to be very dark, to be pitch-dark"
캠퍼스,II,campus
캠프,II,camping
커다랗다,II,to be extremely big
커지다,II,"to get bigger, to grow"
커튼,II,curtain
커플,II,couple
컴퓨터실,II,computer room
켜지다,II,to light up
코끼리,II,elephant
코너,II,corner
코미디,II,comedy
코미디언,II,comedian
콘서트,II,concert
콘센트,II,"electrical outlet, socket"
콩나물,II,bean sprouts
퀴즈,II,quiz
큰길,II,main road
큰돈,II,big money
큰소리,II,"big voice, loud voice"
큰일,II,important matter
클래식,II,classic
클릭,II,click
키우다,II,"to nurture, to make it bigger"
타입,II,type
탈,II,"mask, disguise"
탈의실,II,"dressing room, fitting room"
탈춤,II,Korean traditional mask dance
탑승구,II,boarding gate
탕,II,"soup, juice"
태도,II,attitude
태양,II,sun
태양열,II,solar heat
태우다,II,"to burn, to bake"
택배,II,delivery
택배비,II,delivery fee
터지다,II,"to burst, to happen suddenly"
털다,II,to shake off
테이프,II,tape
텐트,II,tent
토끼,II,rabbit
토론,II,discussion
토하다,II,to vomit
통계,II,statistics
통신,II,communication
통역,II,interpretation
통일,II,unification
통증,II,pain
통지서,II,notice
통화,II,phone call
퇴근길,II,way back from home
퇴원,II,being discharged from hospital
퇴직,II,retirement
투표,II,vote
튀기다,II,"to fry, to bounce"
트럭,II,truck
특기,II,specialty
특별,II,being special
특별하다,II,to be special
특산물,II,"specialty, regional product"
튼튼하다,II,"to be durable, to be strong"
틀림없다,II,to be sure enough
틀림없이,II,definitely
틈,II,"crack, gap"
티켓,II,ticket
팀장,II,team leader
파다,II,"to dig down, to carve"
파마,II,perm
파일,II,file
파전,II,Korean pancake
판매,II,sale
판매자,II,seller
팥빙수,II,Korean style shaved ice
패션쇼,II,fashion show
패스트푸드,II,fast food
팩스,II,fax
팬,II,fan
퍼지다,II,to spread
편리,II,convenience
편식,II,unbalanced diet
편안하다,II,to be comfortable
편의점,II,convenience store
편히,II,easily
펼치다,II,to spread
평가,II,evaluation
평균,II,average
평등,II,equal
평범하다,II,"to be ordinary, to be usual, to be common"
평생,II,forever
평소,II,usual day
평화,II,peace
포근하다,II,to be cozy
포기,II,to give up
포도주,II,wine
포인트,II,point
포장지,II,wrapping paper
폭발,II,explosion
폭설,II,heavy snow
폭식,II,binge eating
폭우,II,heavy rain
폭포,II,waterfall
표시,II,"sign, mark"
표정,II,facial expression
표지판,II,display board
푸르다,II,to be blue
풀리다,II,"to be untied, to be relieved"
풀이,II,interpretation
품질,II,quality
풍경,II,landscape
풍부하다,II,"to be rich, to be abundant"
풍선,II,balloon
프라이팬,II,frying pan
프로그래머,II,programmer
프린터,II,printer
플라스틱,II,plastic
플러그,II,plug
피로,II,fatigue
피부,II,skin
피부과,II,dermatology
피부병,II,skin disease
피서,II,summer vacation
피아니스트,II,pianist
피하다,II,to avoid
피해,II,damage
피해자,II,victim
필수,II,mandatory
필수품,II,necessities
필요성,II,necessity
핑계,II,excuse
하도,II,"too, excessively"
하루빨리,II,"as soon as possible, immediately, quickly"
하루하루,II,day by day
하룻밤,II,one night
하마터면,II,"almost, nearly"
하품,II,yawn
학과,II,department (at university)
학력,II,educational background
학문,II,academic field
학비,II,tuition fee
학습,II,"learning, study"
학자,II,scholar
학점,II,"grade, credit"
한가하다,II,"to be leisurely, to be relaxed"
한국학,II,Korean studies
한글날,II,Hangul day
한꺼번에,II,"at once, together"
한낮,II,midday
한눈,II,at a glance
한동안,II,"temporarily, for a while"
한두,II,one or two
한마디,II,a word
한순간,II,for a moment
한숨,II,sigh
한약,II,acupuncture medicine
한옥,II,Hanok (traditional Korean architecture)
한우,II,Korean beef
한의사,II,doctor of traditional Korean medicine
한정식,II,Korean set meal
한지,II,traditional Korean paper
한참,II,for a long time
한창,II,"at its peak, in bloom"
한편,II,on the other hand
할부,II,monthly installment plan
할인점,II,discount store
함부로,II,"thoughtlessly, mindlessly"
합격자,II,"successful candidate, winner"
합치다,II,"to sum, to match"
합하다,II,to add
항공,II,flight
항공권,II,flight ticket
항공기,II,aircraft
항공료,II,airfare
항공사,II,airlines
항공편,II,flight
해결,II,solution
해결책,II,solution
해고,II,"layoff, discharge"
해내다,II,"to accomplish, to achieve"
해돋이,II,sunrise
해롭다,II,to be harmful
해마다,II,"annual, every year"
해물,II,seafood
해보다,II,"to try, to attempt"
해산물,II,seafood
해소,II,solution
해소법,II,solution
해수욕,II,sea bathing
해수욕장,II,beach
해열제,II,antipyretic
핸드백,II,handbag
햇곡식,II,new grain
햇볕,II,sunlight
행동,II,"action, behavior"
행사장,II,event hall
행운,II,"luck, fortune"
향,II,scent
향기,II,fragrance
향수,II,"perfume, nostalgia"
향하다,II,to head
허락,II,permission
허리띠,II,"belt, waistband"
험하다,II,to be rough
헤매다,II,"to wander, to get lost"
헤어스타일,II,hairstyle
헤어지다,II,"to break up, to leave"
헤엄치다,II,to swim
헬멧,II,helmet
헬스클럽,II,"sports club, gym"
현관,II,entrance
현관문,II,entrance door
현대,II,present-day
현대식,II,modern style
현대인,II,modern people
현대적,II,being modern
현모양처,II,wise mother and good wife
현실,II,reality
현실적,II,being realistic
현장,II,on-site
형용사,II,adjective
형태,II,form
형편,II,"situation, circumstances"
혜택,II,"grace, blessing"
호감,II,favor
호기심,II,curiosity
호수,II,lake
호칭,II,name
혹시,II,maybe
혹은,II,or
혼나다,II,to get angry
혼내다,II,to scold
혼잡,II,"confusion, mess, disorder"
홀수,II,odd number
홍보,II,public relations
홍보물,II,promotion materials
홍수,II,flood
화려하다,II,to be fancy
화면,II,screen
화물,II,cargo
화분,II,flowerpot
화산,II,volcano
화상,II,"burn, scald"
화장지,II,toilet paper
화재,II,fire
화창하다,II,"to be fine, to be clear, to be bright"
화해,II,"reconciliation, settlement, compromise"
확실하다,II,to be sure
환경,II,environment
환기,II,ventilation
환불,II,refund
환상적,II,being fantastic
환송회,II,farewell party
환영회,II,welcome party
환율,II,exchange rate
환전,II,currency exchange
환절기,II,seasonal change
활동,II,activities
활동적,II,being active
활발하다,II,to be active
활용,II,utilization
활짝,II,in full bloom
황당하다,II,"to be absurd, to be nonsensical, to be ridiculous"
황사,II,"yellow dust, asian dust"
～회,II,~ times
회갑,II,one's 60th birthday
회복,II,recovery
회비,II,membership fee
회식,II,"group dinner, drinking party"
회원,II,member
회의장,II,conference hall
회장,II,president
횟수,II,number of times
효과,II,effect
효과적,II,being effective
효녀,II,devoted daughter
효율적,II,being efficient
후문,II,back gate
후반,II,later half
후반전,II,second half
후보,II,candidate
후식,II,dessert
후회,II,regret
훈련,II,training
훌륭하다,II,"to be great, to be excellent"
훔치다,II,to steal
훨씬,II,"much, far, a lot"
휘발유,II,gasoline
휴가철,II,holiday season
휴게실,II,"break-out room, lounge"
휴대,II,mobile
휴대폰,II,mobile phone
휴식,II,rest
휴양지,II,resort
휴학,II,leave of absence (from school)
흐르다,II,"to flow, to run"
흔들다,II,to shake
흔들리다,II,"to wave, to shake"
흔하다,II,to be common
흔히,II,"commonly, often"
흘리다,II,"to spill, to shed"
흙,II,soil
흡연,II,smoking
흥미,II,interest
흥분,II,excitement
희다,II,to be white
희망,II,hope
희망자,II,applicant
희생자,II,victim
힘껏,II,with all one's strength
